Date,Tweets,Likes
20240802-1630,0,0
20240802-1635,0,0
20240802-1640,0,0
20240802-1645,0,0
20240802-1650,0,0
20240802-1655,0,0
20240802-1700,0,0
20240802-1705,0,0
20240802-1710,0,0
20240802-1715,0,0
20240802-1720,0,0
20240802-1725,0,0
20240802-1730,0,0
20240802-1735,0,0
20240802-1740,0,0
20240802-1745,0,4
20240802-1750,0,0
20240802-1755,0,3
20240802-1800,0,0
20240802-1805,0,0
20240802-1810,0,0
20240802-1815,0,0
20240802-1820,0,0
20240802-1825,0,0
20240802-1830,0,0
20240802-1835,0,0
20240802-1840,2,12
20240802-1845,1,5
20240802-1850,1,1
20240802-1855,1,0
20240802-1900,0,0
20240802-1905,0,0
20240802-1910,0,0
20240802-1915,0,0
20240802-1920,0,0
20240802-1925,0,0
20240802-1930,0,0
20240802-1935,0,0
20240802-1940,0,0
20240802-1945,0,0
20240802-1950,0,0
20240802-1955,0,0
20240802-2000,0,0
20240802-2005,0,0
20240802-2010,0,0
20240802-2015,0,0
20240802-2020,0,0
20240802-2025,0,0
20240802-2030,0,0
20240802-2035,0,0
20240802-2040,0,1
20240802-2045,0,0
20240802-2050,0,1
20240802-2055,0,0
20240802-2100,0,8
20240802-2105,0,0
20240802-2110,0,0
20240802-2115,0,0
20240802-2120,0,0
20240802-2125,0,0
20240802-2130,0,0
20240802-2135,0,0
20240802-2140,0,0
20240802-2145,0,0
20240802-2150,0,7
20240802-2155,1,0
20240802-2200,0,0
20240802-2205,0,0
20240802-2210,0,0
20240802-2215,0,0
20240802-2220,0,0
20240802-2225,1,1
20240802-2230,1,5
20240802-2235,1,1
20240802-2240,0,2
20240802-2245,0,0
20240802-2250,0,1
20240802-2255,2,12
20240802-2300,1,14
20240802-2305,0,11
20240802-2310,0,0
20240802-2315,0,0
20240802-2320,0,0
20240802-2325,0,0
20240802-2330,0,0
20240802-2335,0,0
20240802-2340,0,0
20240802-2345,0,0
20240802-2350,0,0
20240802-2355,0,0
20240803-0000,0,0
20240803-0005,0,0
20240803-0010,0,0
20240803-0015,0,0
20240803-0020,0,0
20240803-0025,0,0
20240803-0030,0,0
20240803-0035,0,0
20240803-0040,0,0
20240803-0045,0,0
20240803-0050,0,0
20240803-0055,0,0
20240803-0100,0,0
20240803-0105,0,0
20240803-0110,0,0
20240803-0115,0,0
20240803-0120,0,0
20240803-0125,0,0
20240803-0130,0,0
20240803-0135,0,0
20240803-0140,0,0
20240803-0145,0,0
20240803-0150,0,0
20240803-0155,0,0
20240803-0200,0,0
20240803-0205,0,0
20240803-0210,0,0
20240803-0215,0,0
20240803-0220,0,0
20240803-0225,0,0
20240803-0230,0,0
20240803-0235,0,0
20240803-0240,0,0
20240803-0245,0,0
20240803-0250,0,0
20240803-0255,0,0
20240803-0300,0,0
20240803-0305,0,0
20240803-0310,0,0
20240803-0315,0,0
20240803-0320,0,0
20240803-0325,0,0
20240803-0330,0,0
20240803-0335,0,0
20240803-0340,0,0
20240803-0345,0,0
20240803-0350,0,0
20240803-0355,0,0
20240803-0400,0,0
20240803-0405,0,0
20240803-0410,0,0
20240803-0415,0,0
20240803-0420,0,0
20240803-0425,0,0
20240803-0430,0,0
20240803-0435,0,0
20240803-0440,0,0
20240803-0445,0,0
20240803-0450,0,0
20240803-0455,0,0
20240803-0500,0,0
20240803-0505,0,0
20240803-0510,0,0
20240803-0515,0,0
20240803-0520,0,0
20240803-0525,0,0
20240803-0530,0,0
20240803-0535,0,0
20240803-0540,0,0
20240803-0545,0,0
20240803-0550,0,0
20240803-0555,0,0
20240803-0600,0,0
20240803-0605,0,0
20240803-0610,0,0
20240803-0615,0,0
20240803-0620,0,0
20240803-0625,0,0
20240803-0630,0,0
20240803-0635,0,0
20240803-0640,0,0
20240803-0645,0,0
20240803-0650,0,0
20240803-0655,0,0
20240803-0700,0,0
20240803-0705,0,0
20240803-0710,0,0
20240803-0715,0,0
20240803-0720,0,0
20240803-0725,0,0
20240803-0730,0,0
20240803-0735,0,0
20240803-0740,0,0
20240803-0745,0,0
20240803-0750,0,2
20240803-0755,1,2
20240803-0800,1,3
20240803-0805,0,0
20240803-0810,0,0
20240803-0815,0,0
20240803-0820,0,0
20240803-0825,0,2
20240803-0830,0,3
20240803-0835,0,11
20240803-0840,0,0
20240803-0845,0,-1
20240803-0850,0,0
20240803-0855,0,0
20240803-0900,0,0
20240803-0905,0,0
20240803-0910,0,0
20240803-0915,1,1
20240803-0920,0,0
20240803-0925,0,0
20240803-0930,0,0
20240803-0935,1,5
20240803-0940,0,0
20240803-0945,0,0
20240803-0950,1,1
20240803-0955,0,0
20240803-1000,1,9
20240803-1005,2,13
20240803-1010,0,0
20240803-1015,0,0
20240803-1020,0,0
20240803-1025,0,0
20240803-1030,0,0
20240803-1035,0,0
20240803-1040,0,0
20240803-1045,0,0
20240803-1050,0,0
20240803-1055,0,0
20240803-1100,0,0
20240803-1105,1,3
20240803-1110,1,0
20240803-1115,1,2
20240803-1120,0,4
20240803-1125,2,8
20240803-1130,0,2
20240803-1135,1,3
20240803-1140,3,9
20240803-1145,1,4
20240803-1150,1,3
20240803-1155,0,0
20240803-1200,0,0
20240803-1205,0,0
20240803-1210,0,0
20240803-1215,0,0
20240803-1220,0,0
20240803-1225,0,0
20240803-1230,0,0
20240803-1235,0,0
20240803-1240,0,0
20240803-1245,0,0
20240803-1250,3,8
20240803-1255,1,1
20240803-1300,6,6
20240803-1305,1,3
20240803-1310,2,8
20240803-1315,2,6
20240803-1320,0,5
20240803-1325,0,1
20240803-1330,0,1
20240803-1335,0,7
20240803-1340,0,0
20240803-1345,0,2
20240803-1350,0,5
20240803-1355,0,0
20240803-1400,0,0
20240803-1405,1,2
20240803-1410,0,0
20240803-1415,0,0
20240803-1420,0,0
20240803-1425,0,0
20240803-1430,0,0
20240803-1435,0,0
20240803-1440,0,0
20240803-1445,0,0
20240803-1450,0,0
20240803-1455,0,0
20240803-1500,0,0
20240803-1505,0,0
20240803-1510,0,0
20240803-1515,0,0
20240803-1520,0,0
20240803-1525,0,0
20240803-1530,0,0
20240803-1535,0,0
20240803-1540,0,0
20240803-1545,0,0
20240803-1550,0,0
20240803-1555,0,0
20240803-1600,0,0
20240803-1605,0,0
20240803-1610,0,0
20240803-1615,0,0
20240803-1620,0,0
20240803-1625,0,0
20240803-1630,0,0
20240803-1635,0,0
20240803-1640,0,0
20240803-1645,0,0
20240803-1650,0,0
20240803-1655,0,0
20240803-1700,0,0
20240803-1705,0,0
20240803-1710,0,0
20240803-1715,0,0
20240803-1720,0,0
20240803-1725,0,0
20240803-1730,0,0
20240803-1735,0,0
20240803-1740,0,0
20240803-1745,0,0
20240803-1750,0,0
20240803-1755,0,0
20240803-1800,0,0
20240803-1805,0,0
20240803-1810,0,0
20240803-1815,0,0
20240803-1820,0,0
20240803-1825,0,0
20240803-1830,0,0
20240803-1835,0,0
20240803-1840,0,0
20240803-1845,0,0
20240803-1850,0,0
20240803-1855,0,0
20240803-1900,0,0
20240803-1905,0,0
20240803-1910,0,0
20240803-1915,0,6
20240803-1920,0,0
20240803-1925,0,0
20240803-1930,1,6
20240803-1935,0,1
20240803-1940,0,0
20240803-1945,0,1
20240803-1950,0,0
20240803-1955,0,-2
20240803-2000,0,0
20240803-2005,0,0
20240803-2010,2,8
20240803-2015,1,6
20240803-2020,0,5
20240803-2025,4,9
20240803-2030,0,3
20240803-2035,1,9
20240803-2040,1,10
20240803-2045,0,7
20240803-2050,0,0
20240803-2055,0,1
20240803-2100,0,8
20240803-2105,1,5
20240803-2110,0,1
20240803-2115,0,0
20240803-2120,0,0
20240803-2125,0,0
20240803-2130,0,0
20240803-2135,0,0
20240803-2140,0,0
20240803-2145,0,0
20240803-2150,0,0
20240803-2155,0,0
20240803-2200,0,0
20240803-2205,0,0
20240803-2210,0,0
20240803-2215,0,0
20240803-2220,0,0
20240803-2225,0,0
20240803-2230,0,0
20240803-2235,0,0
20240803-2240,0,0
20240803-2245,0,0
20240803-2250,0,0
20240803-2255,0,0
20240803-2300,0,0
20240803-2305,0,0
20240803-2310,0,0
20240803-2315,0,0
20240803-2320,0,0
20240803-2325,0,0
20240803-2330,0,0
20240803-2335,0,0
20240803-2340,0,0
20240803-2345,0,0
20240803-2350,0,0
20240803-2355,0,0
20240804-0000,0,0
20240804-0005,0,0
20240804-0010,0,0
20240804-0015,0,0
20240804-0020,0,0
20240804-0025,0,0
20240804-0030,0,0
20240804-0035,0,0
20240804-0040,0,0
20240804-0045,0,0
20240804-0050,0,0
20240804-0055,0,0
20240804-0100,0,0
20240804-0105,0,0
20240804-0110,0,0
20240804-0115,0,0
20240804-0120,0,0
20240804-0125,0,0
20240804-0130,0,-1
20240804-0135,0,0
20240804-0140,0,0
20240804-0145,0,1
20240804-0150,0,9
20240804-0155,1,1
20240804-0200,3,5
20240804-0205,1,5
20240804-0210,0,0
20240804-0215,0,0
20240804-0220,0,3
20240804-0225,0,13
20240804-0230,2,12
20240804-0235,0,3
20240804-0240,0,0
20240804-0245,0,5
20240804-0250,0,3
20240804-0255,0,0
20240804-0300,0,0
20240804-0305,0,0
20240804-0310,0,1
20240804-0315,0,0
20240804-0320,0,0
20240804-0325,0,0
20240804-0330,0,0
20240804-0335,0,0
20240804-0340,0,0
20240804-0345,0,0
20240804-0350,0,0
20240804-0355,0,0
20240804-0400,0,0
20240804-0405,0,0
20240804-0410,0,0
20240804-0415,0,0
20240804-0420,0,0
20240804-0425,0,0
20240804-0430,0,0
20240804-0435,0,0
20240804-0440,0,0
20240804-0445,0,0
20240804-0450,0,0
20240804-0455,0,0
20240804-0500,0,0
20240804-0505,0,0
20240804-0510,0,0
20240804-0515,0,0
20240804-0520,0,0
20240804-0525,0,0
20240804-0530,0,0
20240804-0535,0,0
20240804-0540,0,0
20240804-0545,0,0
20240804-0550,0,0
20240804-0555,0,0
20240804-0600,0,0
20240804-0605,0,0
20240804-0610,0,0
20240804-0615,0,0
20240804-0620,0,0
20240804-0625,0,0
20240804-0630,0,0
20240804-0635,0,0
20240804-0640,0,0
20240804-0645,0,0
20240804-0650,0,0
20240804-0655,0,0
20240804-0700,0,0
20240804-0705,0,0
20240804-0710,0,0
20240804-0715,0,0
20240804-0720,0,0
20240804-0725,0,0
20240804-0730,0,0
20240804-0735,0,0
20240804-0740,0,0
20240804-0745,0,0
20240804-0750,0,0
20240804-0755,0,0
20240804-0800,0,0
20240804-0805,0,0
20240804-0810,0,0
20240804-0815,0,0
20240804-0820,0,0
20240804-0825,0,0
20240804-0830,0,-1
20240804-0835,0,0
20240804-0840,0,0
20240804-0845,0,1
20240804-0850,2,0
20240804-0855,0,0
20240804-0900,0,0
20240804-0905,0,0
20240804-0910,0,0
20240804-0915,0,0
20240804-0920,0,0
20240804-0925,0,0
20240804-0930,0,0
20240804-0935,0,0
20240804-0940,0,0
20240804-0945,0,0
20240804-0950,0,0
20240804-0955,0,0
20240804-1000,0,0
20240804-1005,0,0
20240804-1010,0,0
20240804-1015,0,-1
20240804-1020,0,0
20240804-1025,0,0
20240804-1030,0,0
20240804-1035,0,0
20240804-1040,1,1
20240804-1045,0,0
20240804-1050,0,1
20240804-1055,0,9
20240804-1100,0,0
20240804-1105,0,3
20240804-1110,0,0
20240804-1115,0,0
20240804-1120,0,0
20240804-1125,0,0
20240804-1130,0,0
20240804-1135,0,0
20240804-1140,0,0
20240804-1145,0,0
20240804-1150,1,3
20240804-1155,0,0
20240804-1200,0,0
20240804-1205,0,0
20240804-1210,0,0
20240804-1215,0,0
20240804-1220,0,0
20240804-1225,0,0
20240804-1230,0,0
20240804-1235,0,0
20240804-1240,0,0
20240804-1245,0,0
20240804-1250,0,0
20240804-1255,0,0
20240804-1300,0,0
20240804-1305,0,0
20240804-1310,0,0
20240804-1315,0,0
20240804-1320,0,0
20240804-1325,0,0
20240804-1330,0,0
20240804-1335,0,0
20240804-1340,0,0
20240804-1345,0,0
20240804-1350,0,0
20240804-1355,0,0
20240804-1400,0,0
20240804-1405,0,0
20240804-1410,0,0
20240804-1415,2,1
20240804-1420,1,3
20240804-1425,0,0
20240804-1430,0,0
20240804-1435,0,0
20240804-1440,0,0
20240804-1445,0,0
20240804-1450,0,1
20240804-1455,0,0
20240804-1500,0,0
20240804-1505,0,0
20240804-1510,1,2
20240804-1515,3,7
20240804-1520,0,0
20240804-1525,0,1
20240804-1530,0,0
20240804-1535,0,0
20240804-1540,0,0
20240804-1545,0,1
20240804-1550,1,4
20240804-1555,2,3
20240804-1600,0,1
20240804-1605,0,-1
20240804-1610,0,0
20240804-1615,0,0
20240804-1620,0,0
20240804-1625,0,0
20240804-1630,0,0
20240804-1635,0,0
20240804-1640,0,0
20240804-1645,1,11
20240804-1650,0,0
20240804-1655,0,0
20240804-1700,0,0
20240804-1705,0,0
20240804-1710,0,0
20240804-1715,0,0
20240804-1720,0,4
20240804-1725,0,4
20240804-1730,0,1
20240804-1735,0,0
20240804-1740,0,0
20240804-1745,0,0
20240804-1750,0,0
20240804-1755,0,0
20240804-1800,0,0
20240804-1805,0,0
20240804-1810,0,0
20240804-1815,0,0
20240804-1820,0,0
20240804-1825,0,0
20240804-1830,0,0
20240804-1835,0,0
20240804-1840,0,0
20240804-1845,0,0
20240804-1850,0,0
20240804-1855,0,2
20240804-1900,1,7
20240804-1905,0,5
20240804-1910,0,1
20240804-1915,0,0
20240804-1920,0,0
20240804-1925,0,5
20240804-1930,2,2
20240804-1935,0,0
20240804-1940,0,0
20240804-1945,1,7
20240804-1950,2,8
20240804-1955,0,1
20240804-2000,1,3
20240804-2005,1,4
20240804-2010,1,6
20240804-2015,0,2
20240804-2020,1,1
20240804-2025,0,8
20240804-2030,0,5
20240804-2035,0,0
20240804-2040,0,0
20240804-2045,1,1
20240804-2050,0,4
20240804-2055,0,1
20240804-2100,0,1
20240804-2105,0,3
20240804-2110,0,0
20240804-2115,0,1
20240804-2120,0,0
20240804-2125,0,0
20240804-2130,0,0
20240804-2135,0,2
20240804-2140,0,0
20240804-2145,0,0
20240804-2150,0,0
20240804-2155,0,-1
20240804-2200,0,0
20240804-2205,0,0
20240804-2210,0,0
20240804-2215,0,0
20240804-2220,0,0
20240804-2225,0,0
20240804-2230,0,0
20240804-2235,0,0
20240804-2240,0,0
20240804-2245,0,0
20240804-2250,0,0
20240804-2255,0,0
20240804-2300,0,0
20240804-2305,0,0
20240804-2310,0,0
20240804-2315,0,0
20240804-2320,0,0
20240804-2325,0,0
20240804-2330,0,0
20240804-2335,0,0
20240804-2340,0,0
20240804-2345,0,0
20240804-2350,0,0
20240804-2355,0,0
20240805-0000,0,0
20240805-0005,0,0
20240805-0010,0,0
20240805-0015,0,0
20240805-0020,0,0
20240805-0025,0,0
20240805-0030,0,0
20240805-0035,0,0
20240805-0040,0,0
20240805-0045,0,0
20240805-0050,0,0
20240805-0055,0,0
20240805-0100,0,0
20240805-0105,0,0
20240805-0110,0,0
20240805-0115,0,0
20240805-0120,0,0
20240805-0125,0,0
20240805-0130,0,0
20240805-0135,0,0
20240805-0140,0,0
20240805-0145,0,0
20240805-0150,0,0
20240805-0155,0,0
20240805-0200,0,0
20240805-0205,0,0
20240805-0210,0,0
20240805-0215,0,0
20240805-0220,0,0
20240805-0225,0,0
20240805-0230,0,0
20240805-0235,0,0
20240805-0240,0,0
20240805-0245,0,0
20240805-0250,0,0
20240805-0255,0,0
20240805-0300,0,0
20240805-0305,0,0
20240805-0310,0,0
20240805-0315,0,0
20240805-0320,0,0
20240805-0325,0,0
20240805-0330,0,0
20240805-0335,0,0
20240805-0340,1,3
20240805-0345,0,10
20240805-0350,0,0
20240805-0355,0,2
20240805-0400,0,3
20240805-0405,0,0
20240805-0410,0,1
20240805-0415,0,0
20240805-0420,0,1
20240805-0425,0,5
20240805-0430,0,0
20240805-0435,0,0
20240805-0440,0,0
20240805-0445,0,0
20240805-0450,0,0
20240805-0455,0,0
20240805-0500,0,0
20240805-0505,0,0
20240805-0510,0,0
20240805-0515,0,0
20240805-0520,0,0
20240805-0525,0,0
20240805-0530,0,-1
20240805-0535,0,0
20240805-0540,0,0
20240805-0545,0,0
20240805-0550,0,0
20240805-0555,0,0
20240805-0600,0,0
20240805-0605,0,0
20240805-0610,0,0
20240805-0615,0,0
20240805-0620,0,0
20240805-0625,0,0
20240805-0630,0,0
20240805-0635,0,0
20240805-0640,0,0
20240805-0645,0,0
20240805-0650,0,0
20240805-0655,0,0
20240805-0700,0,0
20240805-0705,0,0
20240805-0710,0,0
20240805-0715,0,0
20240805-0720,0,0
20240805-0725,0,0
20240805-0730,1,0
20240805-0735,2,3
20240805-0740,2,2
20240805-0745,1,3
20240805-0750,0,3
20240805-0755,0,1
20240805-0800,0,0
20240805-0805,0,0
20240805-0810,0,0
20240805-0815,0,0
20240805-0820,0,0
20240805-0825,0,0
20240805-0830,0,0
20240805-0835,0,0
20240805-0840,0,0
20240805-0845,0,0
20240805-0850,0,0
20240805-0855,0,0
20240805-0900,0,0
20240805-0905,2,3
20240805-0910,1,4
20240805-0915,0,0
20240805-0920,0,0
20240805-0925,0,0
20240805-0930,0,0
20240805-0935,0,0
20240805-0940,0,2
20240805-0945,0,1
20240805-0950,0,1
20240805-0955,3,4
20240805-1000,0,0
20240805-1005,0,3
20240805-1010,0,0
20240805-1015,0,0
20240805-1020,0,0
20240805-1025,0,0
20240805-1030,0,0
20240805-1035,0,0
20240805-1040,0,0
20240805-1045,0,0
20240805-1050,0,0
20240805-1055,0,0
20240805-1100,0,0
20240805-1105,0,0
20240805-1110,0,0
20240805-1115,0,0
20240805-1120,0,0
20240805-1125,0,0
20240805-1130,0,0
20240805-1135,0,0
20240805-1140,0,0
20240805-1145,0,0
20240805-1150,0,0
20240805-1155,0,0
20240805-1200,0,0
20240805-1205,0,0
20240805-1210,0,0
20240805-1215,0,0
20240805-1220,0,0
20240805-1225,0,0
20240805-1230,0,0
20240805-1235,0,0
20240805-1240,0,0
20240805-1245,0,-1
20240805-1250,0,0
20240805-1255,0,0
20240805-1300,0,0
20240805-1305,0,1
20240805-1310,0,0
20240805-1315,0,0
20240805-1320,0,0
20240805-1325,0,0
20240805-1330,0,0
20240805-1335,2,3
20240805-1340,0,0
20240805-1345,0,0
20240805-1350,0,0
20240805-1355,0,0
20240805-1400,1,1
20240805-1405,1,3
20240805-1410,0,0
20240805-1415,0,0
20240805-1420,0,0
20240805-1425,0,0
20240805-1430,0,0
20240805-1435,2,1
20240805-1440,0,0
20240805-1445,0,0
20240805-1450,0,0
20240805-1455,0,0
20240805-1500,0,0
20240805-1505,0,0
20240805-1510,0,0
20240805-1515,0,0
20240805-1520,0,0
20240805-1525,0,0
20240805-1530,0,0
20240805-1535,0,0
20240805-1540,0,0
20240805-1545,0,0
20240805-1550,2,4
20240805-1555,0,0
20240805-1600,0,0
20240805-1605,0,0
20240805-1610,0,0
20240805-1615,0,0
20240805-1620,0,0
20240805-1625,0,0
20240805-1630,0,0
20240805-1635,0,0
20240805-1640,0,0
20240805-1645,0,0
20240805-1650,0,0
20240805-1655,0,0
20240805-1700,0,0
20240805-1705,0,0
20240805-1710,0,0
20240805-1715,0,0
20240805-1720,0,0
20240805-1725,0,0
20240805-1730,0,0
20240805-1735,0,0
20240805-1740,0,0
20240805-1745,0,0
20240805-1750,0,0
20240805-1755,0,0
20240805-1800,0,0
20240805-1805,0,0
20240805-1810,0,0
20240805-1815,0,0
20240805-1820,0,0
20240805-1825,0,0
20240805-1830,0,-1
20240805-1835,0,0
20240805-1840,0,0
20240805-1845,0,0
20240805-1850,0,0
20240805-1855,0,0
20240805-1900,0,0
20240805-1905,0,0
20240805-1910,2,1
20240805-1915,0,0
20240805-1920,0,1
20240805-1925,1,1
20240805-1930,0,0
20240805-1935,0,0
20240805-1940,0,0
20240805-1945,0,0
20240805-1950,0,0
20240805-1955,0,0
20240805-2000,0,0
20240805-2005,0,0
20240805-2010,0,0
20240805-2015,0,0
20240805-2020,0,0
20240805-2025,1,3
20240805-2030,2,4
20240805-2035,0,0
20240805-2040,0,0
20240805-2045,0,0
20240805-2050,0,0
20240805-2055,0,0
20240805-2100,0,0
20240805-2105,0,0
20240805-2110,0,0
20240805-2115,0,0
20240805-2120,0,0
20240805-2125,0,0
20240805-2130,0,1
20240805-2135,0,0
20240805-2140,0,0
20240805-2145,0,0
20240805-2150,0,0
20240805-2155,0,0
20240805-2200,2,8
20240805-2205,0,0
20240805-2210,0,0
20240805-2215,0,0
20240805-2220,0,0
20240805-2225,0,0
20240805-2230,0,0
20240805-2235,0,0
20240805-2240,0,0
20240805-2245,0,0
20240805-2250,0,0
20240805-2255,0,0
20240805-2300,0,0
20240805-2305,0,0
20240805-2310,0,0
20240805-2315,0,0
20240805-2320,0,0
20240805-2325,0,0
20240805-2330,0,0
20240805-2335,0,0
20240805-2340,0,0
20240805-2345,0,0
20240805-2350,0,0
20240805-2355,0,0
20240806-0000,0,0
20240806-0005,0,-1
20240806-0010,0,0
20240806-0015,0,0
20240806-0020,0,0
20240806-0025,0,0
20240806-0030,0,0
20240806-0035,0,0
20240806-0040,0,0
20240806-0045,0,0
20240806-0050,0,0
20240806-0055,0,0
20240806-0100,0,0
20240806-0105,0,0
20240806-0110,0,0
20240806-0115,0,0
20240806-0120,0,0
20240806-0125,0,0
20240806-0130,0,0
20240806-0135,0,0
20240806-0140,0,0
20240806-0145,0,0
20240806-0150,0,0
20240806-0155,0,0
20240806-0200,0,0
20240806-0205,0,0
20240806-0210,0,0
20240806-0215,0,0
20240806-0220,0,0
20240806-0225,0,0
20240806-0230,0,0
20240806-0235,0,0
20240806-0240,0,0
20240806-0245,0,0
20240806-0250,0,0
20240806-0255,0,0
20240806-0300,0,0
20240806-0305,0,0
20240806-0310,0,0
20240806-0315,0,0
20240806-0320,0,0
20240806-0325,0,0
20240806-0330,0,0
20240806-0335,0,0
20240806-0340,0,-1
20240806-0345,0,0
20240806-0350,0,0
20240806-0355,0,0
20240806-0400,0,0
20240806-0405,0,0
20240806-0410,3,7
20240806-0415,2,2
20240806-0420,2,1
20240806-0425,1,1
20240806-0430,2,2
20240806-0435,1,5
20240806-0440,1,3
20240806-0445,0,0
20240806-0450,3,5
20240806-0455,2,1
20240806-0500,1,3
20240806-0505,1,2
20240806-0510,0,0
20240806-0515,1,4
20240806-0520,3,5
20240806-0525,3,5
20240806-0530,1,1
20240806-0535,2,4
20240806-0540,5,7
20240806-0545,1,5
20240806-0550,2,4
20240806-0555,3,3
20240806-0600,0,0
20240806-0605,0,0
20240806-0610,0,0
20240806-0615,0,0
20240806-0620,0,0
20240806-0625,0,0
20240806-0630,0,0
20240806-0635,0,0
20240806-0640,0,0
20240806-0645,0,0
20240806-0650,0,0
20240806-0655,0,0
20240806-0700,0,0
20240806-0705,0,0
20240806-0710,0,0
20240806-0715,0,0
20240806-0720,2,2
20240806-0725,1,7
20240806-0730,1,2
20240806-0735,2,1
20240806-0740,2,8
20240806-0745,0,0
20240806-0750,0,0
20240806-0755,0,0
20240806-0800,0,0
20240806-0805,1,1
20240806-0810,0,0
20240806-0815,0,0
20240806-0820,0,0
20240806-0825,0,1
20240806-0830,0,0
20240806-0835,0,0
20240806-0840,0,0
20240806-0845,0,0
20240806-0850,1,0
20240806-0855,2,1
20240806-0900,2,2
20240806-0905,2,1
20240806-0910,0,0
20240806-0915,0,0
20240806-0920,0,0
20240806-0925,0,0
20240806-0930,0,0
20240806-0935,0,-1
20240806-0940,0,0
20240806-0945,0,0
20240806-0950,0,0
20240806-0955,0,0
20240806-1000,0,0
20240806-1005,0,0
20240806-1010,0,0
20240806-1015,0,0
20240806-1020,0,0
20240806-1025,0,0
20240806-1030,0,0
20240806-1035,0,0
20240806-1040,0,0
20240806-1045,0,0
20240806-1050,0,0
20240806-1055,0,0
20240806-1100,0,0
20240806-1105,0,0
20240806-1110,0,0
20240806-1115,0,0
20240806-1120,0,0
20240806-1125,0,0
20240806-1130,0,0
20240806-1135,0,0
20240806-1140,0,-1
20240806-1145,0,0
20240806-1150,0,0
20240806-1155,0,0
20240806-1200,0,0
20240806-1205,0,0
20240806-1210,0,0
20240806-1215,0,0
20240806-1220,0,0
20240806-1225,0,0
20240806-1230,0,0
20240806-1235,0,0
20240806-1240,0,0
20240806-1245,0,0
20240806-1250,0,0
20240806-1255,0,0
20240806-1300,0,0
20240806-1305,0,0
20240806-1310,0,0
20240806-1315,0,0
20240806-1320,0,0
20240806-1325,0,0
20240806-1330,0,-1
20240806-1335,0,0
20240806-1340,0,0
20240806-1345,0,0
20240806-1350,0,0
20240806-1355,0,0
20240806-1400,0,0
20240806-1405,0,0
20240806-1410,0,0
20240806-1415,0,0
20240806-1420,0,0
20240806-1425,0,0
20240806-1430,0,0
20240806-1435,0,0
20240806-1440,0,0
20240806-1445,0,0
20240806-1450,0,0
20240806-1455,0,0
20240806-1500,0,0
20240806-1505,0,0
20240806-1510,0,0
20240806-1515,0,0
20240806-1520,0,-1
20240806-1525,0,0
20240806-1530,0,0
20240806-1535,0,0
20240806-1540,0,0
20240806-1545,0,0
20240806-1550,0,0
20240806-1555,0,0
20240806-1600,0,0
20240806-1605,0,0
20240806-1610,0,0
20240806-1615,0,0
20240806-1620,0,0
20240806-1625,0,0
20240806-1630,0,0
20240806-1635,0,0
20240806-1640,0,0
20240806-1645,0,0
20240806-1650,0,0
20240806-1655,0,0
20240806-1700,0,0
20240806-1705,0,0
20240806-1710,0,0
20240806-1715,0,0
20240806-1720,0,0
20240806-1725,0,0
20240806-1730,0,0
20240806-1735,0,0
20240806-1740,0,0
20240806-1745,0,0
20240806-1750,0,0
20240806-1755,0,0
20240806-1800,0,0
20240806-1805,0,0
20240806-1810,0,0
20240806-1815,0,0
20240806-1820,0,0
20240806-1830,0,0
20240806-1835,0,0
20240806-1840,0,0
20240806-1845,0,0
20240806-1850,0,0
20240806-1855,0,0
20240806-1900,0,0
20240806-1905,0,0
20240806-1910,0,0
20240806-1915,0,0
20240806-1920,0,0
20240806-1925,0,0
20240806-1930,0,1
20240806-1935,0,2
20240806-1940,0,0
20240806-1945,0,0
20240806-1950,0,0
20240806-1955,0,0
20240806-2000,0,0
20240806-2005,0,0
20240806-2010,0,0
20240806-2015,0,0
20240806-2020,0,0
20240806-2025,0,0
20240806-2030,0,0
20240806-2035,0,0
20240806-2040,0,0
20240806-2045,0,0
20240806-2050,0,0
20240806-2055,0,0
20240806-2100,0,0
20240806-2105,0,0
20240806-2110,0,0
20240806-2115,0,0
20240806-2120,0,0
20240806-2125,0,0
20240806-2130,0,0
20240806-2135,0,0
20240806-2140,0,0
20240806-2145,0,0
20240806-2150,0,0
20240806-2155,0,0
20240806-2200,0,0
20240806-2205,0,0
20240806-2210,0,0
20240806-2215,0,0
20240806-2220,0,0
20240806-2225,0,0
20240806-2230,0,0
20240806-2235,0,0
20240806-2240,0,0
20240806-2245,0,0
20240806-2250,0,0
20240806-2255,0,0
20240806-2300,0,0
20240806-2305,0,0
20240806-2310,0,0
20240806-2315,0,0
20240806-2320,0,0
20240806-2325,0,0
20240806-2330,0,0
20240806-2335,0,0
20240806-2340,0,0
20240806-2345,0,0
20240806-2350,0,0
20240806-2355,0,0
20240807-0000,0,0
20240807-0005,0,0
20240807-0010,0,0
20240807-0015,0,0
20240807-0020,0,0
20240807-0025,0,0
20240807-0030,0,0
20240807-0035,0,0
20240807-0040,0,0
20240807-0045,0,0
20240807-0050,0,0
20240807-0055,0,0
20240807-0100,0,0
20240807-0105,0,0
20240807-0110,0,0
20240807-0115,0,0
20240807-0120,1,4
20240807-0125,0,2
20240807-0130,0,1
20240807-0135,2,2
20240807-0140,1,4
20240807-0145,2,3
20240807-0150,1,3
20240807-0155,2,10
20240807-0200,3,11
20240807-0205,2,3
20240807-0210,0,2
20240807-0215,1,2
20240807-0220,1,5
