ID,Timestamp,Central,UTC,Tweet,Replies,Retweets,Likes,Views,Source,Birdwatch,URL
1860488560601698476,1732410013,2024-11-23T19:00:13-0600,Sun 24 Nov 01:00:13 UTC 2024,@stclairashley 🔫🔫,53,53,998,"37,417",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860488560601698476
1860488677996089499,1732410041,2024-11-23T19:00:41-0600,Sun 24 Nov 01:00:41 UTC 2024,Fidias for EU President!!,"1,214","1,675","15,859","7,381,771",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860488677996089499
1860489367099224482,1732410205,2024-11-23T19:03:25-0600,Sun 24 Nov 01:03:25 UTC 2024,https://t.co/obyNTOtbdx,"11,413","61,195","775,746","80,305,037",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860489367099224482
1860490121801306417,1732410385,2024-11-23T19:06:25-0600,Sun 24 Nov 01:06:25 UTC 2024,@tunguz It’s dying,96,40,726,"23,606",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860490121801306417
1860490221302718793,1732410409,2024-11-23T19:06:49-0600,Sun 24 Nov 01:06:49 UTC 2024,Tragic,"18,056","66,005","358,350","38,055,507",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860490221302718793
1860491901083754599,1732410810,2024-11-23T19:13:30-0600,Sun 24 Nov 01:13:30 UTC 2024,This meme hits the bullseye so hard,"2,805","8,380","97,870","16,861,135",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860491901083754599
1860492056520519778,1732410847,2024-11-23T19:14:07-0600,Sun 24 Nov 01:14:07 UTC 2024,@AdrianDittmann Ab so fucking lutely !!!,133,132,"4,519","132,570",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860492056520519778
1860492952755171448,1732411060,2024-11-23T19:17:40-0600,Sun 24 Nov 01:17:40 UTC 2024,"@cb_doge Well, I’ve run out of things to do on Diablo 😂",525,136,"3,408","80,803",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860492952755171448
1860493520659742780,1732411196,2024-11-23T19:19:56-0600,Sun 24 Nov 01:19:56 UTC 2024,Can you see the matrix?,"4,516","2,810","34,120","15,130,645",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860493520659742780
1860493899606749297,1732411286,2024-11-23T19:21:26-0600,Sun 24 Nov 01:21:26 UTC 2024,How old were you when you realized others couldn’t see the matrix?,"41,805","21,438","263,450","62,793,773",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860493899606749297
1860494165517250569,1732411350,2024-11-23T19:22:30-0600,Sun 24 Nov 01:22:30 UTC 2024,@mattjcan Yay!,101,92,"1,768","28,980",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860494165517250569
1860494349168943370,1732411393,2024-11-23T19:23:13-0600,Sun 24 Nov 01:23:13 UTC 2024,Yes,"3,849","9,969","93,622","10,259,811",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860494349168943370
1860495373837488200,1732411638,2024-11-23T19:27:18-0600,Sun 24 Nov 01:27:18 UTC 2024,RT @terrorproforma: https://t.co/Qy2QHsLv86,0,"2,174",0,114,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860495373837488200
1860495981499781195,1732411782,2024-11-23T19:29:42-0600,Sun 24 Nov 01:29:42 UTC 2024,MATRI𝕏,"8,004","10,408","67,008","27,279,796",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860495981499781195
1860496873506676997,1732411995,2024-11-23T19:33:15-0600,Sun 24 Nov 01:33:15 UTC 2024,@treblewoe Vectorspace,215,158,"5,037","700,698",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860496873506676997
1860497175156871588,1732412067,2024-11-23T19:34:27-0600,Sun 24 Nov 01:34:27 UTC 2024,@HeavyMetalShip 😂,102,89,"4,594","702,046",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860497175156871588
1860497526769561668,1732412151,2024-11-23T19:35:51-0600,Sun 24 Nov 01:35:51 UTC 2024,Why is he in prison for 18 months?,"20,330","42,850","223,401","41,138,218",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860497526769561668
1860498709743616190,1732412433,2024-11-23T19:40:33-0600,Sun 24 Nov 01:40:33 UTC 2024,@diana_dukic 🎯,33,22,478,"22,312",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860498709743616190
1860498821416988968,1732412460,2024-11-23T19:41:00-0600,Sun 24 Nov 01:41:00 UTC 2024,@VivekGRamaswamy Yes.,157,133,"2,322","142,446",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860498821416988968
1860499015793610961,1732412506,2024-11-23T19:41:46-0600,Sun 24 Nov 01:41:46 UTC 2024,RT @BartemyS: @AlexBerenson Hey. This is me 🙋‍♂️ I wrote that. It was in a response to a post by Justine Bateman. https://t.co/cjjYXpSQgH,0,861,0,97,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860499015793610961
1860502987040288977,1732413453,2024-11-23T19:57:33-0600,Sun 24 Nov 01:57:33 UTC 2024,@diana_dukic 😂,34,26,450,"21,280",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860502987040288977
1860503392658891187,1732413549,2024-11-23T19:59:09-0600,Sun 24 Nov 01:59:09 UTC 2024,Noland is playing Polytopia just by thinking via his Neuralink Telepathy device https://t.co/NkNimbhPB3,"3,905","8,612","81,563","38,885,790",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860503392658891187
1860504300079710529,1732413766,2024-11-23T20:02:46-0600,Sun 24 Nov 02:02:46 UTC 2024,@realdeepakterra @KettlebellDan Yup,50,24,413,"21,872",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860504300079710529
1860504779325128809,1732413880,2024-11-23T20:04:40-0600,Sun 24 Nov 02:04:40 UTC 2024,𝕏 is the group chat / collective conscious of Earth,"6,399","8,131","88,177","23,718,834",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860504779325128809
1860505194183745667,1732413979,2024-11-23T20:06:19-0600,Sun 24 Nov 02:06:19 UTC 2024,I love this meme https://t.co/yLPaKPD02n,"7,426","23,144","479,838","95,541,145",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860505194183745667
1860508864522719354,1732414854,2024-11-23T20:20:54-0600,Sun 24 Nov 02:20:54 UTC 2024,@verifiedjeff @TiffanyFong_ @TiffanyxFong This thread is 😂☺️😅,433,93,"5,177","172,466",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860508864522719354
1860509269134635089,1732414951,2024-11-23T20:22:31-0600,Sun 24 Nov 02:22:31 UTC 2024,"@UpdatingOnRome Damn, that’s real bad yikes",73,42,"1,439","39,254",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860509269134635089
1860510872377995350,1732415333,2024-11-23T20:28:53-0600,Sun 24 Nov 02:28:53 UTC 2024,@mayemusk Yeah,110,66,"1,169","65,806",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860510872377995350
1860511313920754104,1732415438,2024-11-23T20:30:38-0600,Sun 24 Nov 02:30:38 UTC 2024,@Riley_Gaines_ 🔫🔫,133,84,"1,765","63,932",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860511313920754104
1860512112012857806,1732415628,2024-11-23T20:33:48-0600,Sun 24 Nov 02:33:48 UTC 2024,RT @Cmdr_Hadfield: The beautiful artistry of pushing engineering to its limits. Starship hot staging @SpaceX. https://t.co/kAf2088elh,0,"1,169",0,101,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860512112012857806
1860512958234710525,1732415830,2024-11-23T20:37:10-0600,Sun 24 Nov 02:37:10 UTC 2024,@PeterSweden7 Crazy,94,75,"1,094","33,646",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860512958234710525
1860513306760315168,1732415913,2024-11-23T20:38:33-0600,Sun 24 Nov 02:38:33 UTC 2024,@BrianRoemmele Yes,51,34,607,"27,603",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860513306760315168
1860513510670717220,1732415962,2024-11-23T20:39:22-0600,Sun 24 Nov 02:39:22 UTC 2024,@AndrewHosfeld @RitaPanahi That is messed up,50,32,631,"24,019",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860513510670717220
1860514223010320406,1732416132,2024-11-23T20:42:12-0600,Sun 24 Nov 02:42:12 UTC 2024,@elon_docs I look a bit like Kim Jong-Un in this interview 😂,276,95,"1,315","34,672",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860514223010320406
1860514510328438931,1732416200,2024-11-23T20:43:20-0600,Sun 24 Nov 02:43:20 UTC 2024,🔥🔥,"2,109","5,340","64,776","11,732,123",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860514510328438931
1860515595986374700,1732416459,2024-11-23T20:47:39-0600,Sun 24 Nov 02:47:39 UTC 2024,"It’s a dirty job, but someone’s got to do it","2,757","2,964","29,938","5,353,844",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860515595986374700
1860515818636734654,1732416512,2024-11-23T20:48:32-0600,Sun 24 Nov 02:48:32 UTC 2024,They hacked the system,"2,486","12,441","47,152","7,097,466",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860515818636734654
1860516134698586394,1732416587,2024-11-23T20:49:47-0600,Sun 24 Nov 02:49:47 UTC 2024,@BrianRoemmele AI fever dreams,101,34,623,"34,484",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860516134698586394
1860518558372856161,1732417165,2024-11-23T20:59:25-0600,Sun 24 Nov 02:59:25 UTC 2024,Same picture,"5,035","5,118","96,378","36,411,837",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860518558372856161
1860518755878523123,1732417212,2024-11-23T21:00:12-0600,Sun 24 Nov 03:00:12 UTC 2024,@BrianRoemmele Wow,77,40,645,"32,948",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860518755878523123
1860519828877987930,1732417468,2024-11-23T21:04:28-0600,Sun 24 Nov 03:04:28 UTC 2024,Yeah,"1,587","6,267","34,935","5,149,459",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860519828877987930
1860520305896100316,1732417582,2024-11-23T21:06:22-0600,Sun 24 Nov 03:06:22 UTC 2024,@visegrad24 ❤️,105,33,772,"39,425",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860520305896100316
1860520920302928037,1732417728,2024-11-23T21:08:48-0600,Sun 24 Nov 03:08:48 UTC 2024,@AlecStapp Terrible,65,43,661,"32,113",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860520920302928037
1860521133457436748,1732417779,2024-11-23T21:09:39-0600,Sun 24 Nov 03:09:39 UTC 2024,@LibertyCappy 🤣,98,32,905,"48,159",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860521133457436748
1860525771963662834,1732418885,2024-11-23T21:28:05-0600,Sun 24 Nov 03:28:05 UTC 2024,@CommonishGround @kevinvdahlgren @tarafaul503 Exactly,45,30,672,"24,915",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860525771963662834
1860525913576001554,1732418919,2024-11-23T21:28:39-0600,Sun 24 Nov 03:28:39 UTC 2024,@teslaownersSV Yeah,103,41,673,"33,802",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860525913576001554
1860529304813395998,1732419727,2024-11-23T21:42:07-0600,Sun 24 Nov 03:42:07 UTC 2024,@GayPatriot 💀😂,96,29,622,"58,308",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860529304813395998
1860530628346937691,1732420043,2024-11-23T21:47:23-0600,Sun 24 Nov 03:47:23 UTC 2024,Stop killing art with woke propaganda 😡,"3,122","9,555","78,940","9,362,480",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860530628346937691
1860530812267233710,1732420087,2024-11-23T21:48:07-0600,Sun 24 Nov 03:48:07 UTC 2024,How amazing would this be? 🤩,"7,573","18,597","208,730","28,956,421",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860530812267233710
1860530890134421850,1732420105,2024-11-23T21:48:25-0600,Sun 24 Nov 03:48:25 UTC 2024,It’s true,"3,678","9,298","101,609","13,242,760",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860530890134421850
1860531300471570872,1732420203,2024-11-23T21:50:03-0600,Sun 24 Nov 03:50:03 UTC 2024,SPQR,"8,437","7,038","90,550","31,951,390",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860531300471570872
1860540672983601533,1732422438,2024-11-23T22:27:18-0600,Sun 24 Nov 04:27:18 UTC 2024,"RT @DrPatSoonShiong: The appointment of three highly qualified, critical thinkers—all of whom are MDs—to leadership positions in key agenci…",0,770,0,3,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860540672983601533
1860542434637414557,1732422858,2024-11-23T22:34:18-0600,Sun 24 Nov 04:34:18 UTC 2024,@WhatNarrative @Tesla_Optimus @WholeMarsBlog 😂,60,31,587,"34,442",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860542434637414557
1860543172386128266,1732423034,2024-11-23T22:37:14-0600,Sun 24 Nov 04:37:14 UTC 2024,"Damn, I get the feeling his lip prints are on a lot of mirrors 😬","3,582","2,635","28,961","5,152,022",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860543172386128266
1860543365164728528,1732423080,2024-11-23T22:38:00-0600,Sun 24 Nov 04:38:00 UTC 2024,@MikeBenzCyber True,34,45,719,"36,325",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860543365164728528
1860543518202298462,1732423116,2024-11-23T22:38:36-0600,Sun 24 Nov 04:38:36 UTC 2024,@Kristennetten 😂,59,53,"2,290","563,080",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860543518202298462
1860543718794867075,1732423164,2024-11-23T22:39:24-0600,Sun 24 Nov 04:39:24 UTC 2024,RT @kerrikgray: @elonmusk This one is fun too. https://t.co/Y1ngx9e8hq,0,625,0,5,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860543718794867075
1860543888844554484,1732423204,2024-11-23T22:40:04-0600,Sun 24 Nov 04:40:04 UTC 2024,@AntiWokeMemes 🤔,120,129,"5,914","786,360",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860543888844554484
1860544134668517597,1732423263,2024-11-23T22:41:03-0600,Sun 24 Nov 04:41:03 UTC 2024,https://t.co/z3necdPC9P,"4,610","13,254","181,492","12,317,476",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860544134668517597
1860544798131925333,1732423421,2024-11-23T22:43:41-0600,Sun 24 Nov 04:43:41 UTC 2024,Kapow💥,"1,608","3,469","31,045","4,825,159",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860544798131925333
1860545448932704311,1732423576,2024-11-23T22:46:16-0600,Sun 24 Nov 04:46:16 UTC 2024,🎯,"4,874","26,723","275,993","40,901,406",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860545448932704311
1860545665941799035,1732423628,2024-11-23T22:47:08-0600,Sun 24 Nov 04:47:08 UTC 2024,Yes,"1,717","3,755","46,773","6,776,650",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860545665941799035
1860547729765859511,1732424120,2024-11-23T22:55:20-0600,Sun 24 Nov 04:55:20 UTC 2024,Rage against the dying of the light,"1,695","3,352","39,780","12,890,403",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860547729765859511
1860547865132794130,1732424153,2024-11-23T22:55:53-0600,Sun 24 Nov 04:55:53 UTC 2024,@karpathy 🔥🔥,51,27,749,"39,829",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860547865132794130
1860548103428014199,1732424209,2024-11-23T22:56:49-0600,Sun 24 Nov 04:56:49 UTC 2024,Woke lies kill art,"2,962","7,902","152,469","77,538,977",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860548103428014199
1860548206909882664,1732424234,2024-11-23T22:57:14-0600,Sun 24 Nov 04:57:14 UTC 2024,@HeidiBriones It can drive itself,62,45,792,"31,795",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860548206909882664
1860548419867279808,1732424285,2024-11-23T22:58:05-0600,Sun 24 Nov 04:58:05 UTC 2024,"RT @fentasyl: - 5,000,000 user-days per day or - 14,000 user-years per day Are each slightly more intuitive than 434,000,000,000 user-secon…",0,457,0,7,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860548419867279808
1860548642152808921,1732424338,2024-11-23T22:58:58-0600,Sun 24 Nov 04:58:58 UTC 2024,Exactly,"1,157","3,488","17,333","8,637,821",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860548642152808921
1860548756237877445,1732424365,2024-11-23T22:59:25-0600,Sun 24 Nov 04:59:25 UTC 2024,@skepticaliblog wtf,91,69,"1,007","25,694",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860548756237877445
1860549167921398199,1732424463,2024-11-23T23:01:03-0600,Sun 24 Nov 05:01:03 UTC 2024,RT @Steven_Ballmer: Great to see @DOGE digging into @USAFacts government data,0,958,0,10,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860549167921398199
1860549853778182560,1732424627,2024-11-23T23:03:47-0600,Sun 24 Nov 05:03:47 UTC 2024,Support from the OG creator of “meme” 😀,"1,693","2,214","20,803","3,876,880",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860549853778182560
1860550076357312641,1732424680,2024-11-23T23:04:40-0600,Sun 24 Nov 05:04:40 UTC 2024,@DefiyantlyFree 🔥,69,61,"1,137","35,481",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860550076357312641
1860550220209356919,1732424714,2024-11-23T23:05:14-0600,Sun 24 Nov 05:05:14 UTC 2024,@teslaownersSV My phone is melting 🫠,236,78,"1,210","44,240",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860550220209356919
1860552970041197028,1732425370,2024-11-23T23:16:10-0600,Sun 24 Nov 05:16:10 UTC 2024,@Benioff True,39,22,544,"25,105",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860552970041197028
1860553018095337912,1732425381,2024-11-23T23:16:21-0600,Sun 24 Nov 05:16:21 UTC 2024,RT @teslaownersSV: 𝕏 is the most important app to save 🇺🇸 democracy Subscribe to 𝕏 premium and support free speech along with Elon Musk,0,635,0,3,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860553018095337912
1860553109283701104,1732425403,2024-11-23T23:16:43-0600,Sun 24 Nov 05:16:43 UTC 2024,https://t.co/bSAPyTuuba,"22,120","57,277","833,842","95,163,317",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860553109283701104
1860553997398180253,1732425615,2024-11-23T23:20:15-0600,Sun 24 Nov 05:20:15 UTC 2024,The legacy media propaganda machine that pushed hoaxes relentlessly through the Biden and Harris campaigns still exists and is still pushing propaganda,"1,540","10,370","44,692","8,099,886",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860553997398180253
1860554260104011896,1732425677,2024-11-23T23:21:17-0600,Sun 24 Nov 05:21:17 UTC 2024,Memeception https://t.co/hjoJcfi2IJ,"2,261","3,772","49,953","6,269,627",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860554260104011896
1860554544549363749,1732425745,2024-11-23T23:22:25-0600,Sun 24 Nov 05:22:25 UTC 2024,Sounds about right,"4,551","23,656","269,988","47,043,473",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860554544549363749
1860554655790694840,1732425772,2024-11-23T23:22:52-0600,Sun 24 Nov 05:22:52 UTC 2024,RT @elon_docs: Elon Musk: I didn't read business books. I liked biographies. “I read a lot of books and talked to lots of people. I didn't…,0,"1,309",0,3,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860554655790694840
1860554903380505002,1732425831,2024-11-23T23:23:51-0600,Sun 24 Nov 05:23:51 UTC 2024,@BrookeLRollins Congratulations!,48,46,859,"61,849",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860554903380505002
1860556265526821243,1732426155,2024-11-23T23:29:15-0600,Sun 24 Nov 05:29:15 UTC 2024,"The obvious final survival attempt of the woke mind parasite, which cannot stand the light of truth, is to splinter off the central consciousness of 𝕏 to smaller, isolated group minds. There, you can witness its death throes.","2,985","7,017","62,246","9,259,220",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860556265526821243
1860556336045666338,1732426172,2024-11-23T23:29:32-0600,Sun 24 Nov 05:29:32 UTC 2024,https://t.co/JAJgsu8T4g,"1,328","2,229","19,668","4,579,144",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860556336045666338
1860556639742624218,1732426245,2024-11-23T23:30:45-0600,Sun 24 Nov 05:30:45 UTC 2024,@ShitpostGate Only those who want glory 🤷‍♂️,102,39,754,"35,035",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860556639742624218
1860556969872126261,1732426323,2024-11-23T23:32:03-0600,Sun 24 Nov 05:32:03 UTC 2024,RT @DefiyantlyFree: A preview of MSNBC under the control of @elonmusk and @DonaldJTrumpJr https://t.co/1CvwY3G8Vj,0,"1,649",0,2,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860556969872126261
1860560251709456461,1732427106,2024-11-23T23:45:06-0600,Sun 24 Nov 05:45:06 UTC 2024,@longmier Almost there,43,38,702,"25,010",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860560251709456461
1860560479892177105,1732427160,2024-11-23T23:46:00-0600,Sun 24 Nov 05:46:00 UTC 2024,https://t.co/1r4PO6gl1o,"3,673","5,682","66,639","14,230,732",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860560479892177105
1860560668375810520,1732427205,2024-11-23T23:46:45-0600,Sun 24 Nov 05:46:45 UTC 2024,@realdeepakterra @teslaownersSV https://t.co/vY8mHSiwzu,45,55,469,"77,615",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860560668375810520
1860561161453994029,1732427323,2024-11-23T23:48:43-0600,Sun 24 Nov 05:48:43 UTC 2024,"My phone keeps suggesting that I post this ginormous, demented laughing emoji 😂 https://t.co/l0VHESpKfO","11,667","10,482","163,510","18,055,502",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860561161453994029
1860561323169579263,1732427361,2024-11-23T23:49:21-0600,Sun 24 Nov 05:49:21 UTC 2024,@512x512 @abustin Nice,42,33,628,"23,731",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860561323169579263
1860561456439394306,1732427393,2024-11-23T23:49:53-0600,Sun 24 Nov 05:49:53 UTC 2024,@teslaownersSV 😂,60,32,631,"26,389",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860561456439394306
1860561500525740430,1732427403,2024-11-23T23:50:03-0600,Sun 24 Nov 05:50:03 UTC 2024,RT @Rothmus: 🔥🔥🔥🔥 https://t.co/EQlrcR96tI,0,"2,482",0,3,Twitter for iPhone,,https://twitter.com/elonmusk/status/1860561500525740430
1860561692331245941,1732427449,2024-11-23T23:50:49-0600,Sun 24 Nov 05:50:49 UTC 2024,"@teslaownersSV Ok, maybe nothing",112,41,711,"28,373",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860561692331245941
1860561945616875979,1732427510,2024-11-23T23:51:50-0600,Sun 24 Nov 05:51:50 UTC 2024,@MaryTilesTexas There are hinges?,90,37,769,"29,267",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860561945616875979
1860562114278228088,1732427550,2024-11-23T23:52:30-0600,Sun 24 Nov 05:52:30 UTC 2024,𝕏 is so unhinged rn,"9,399","7,697","155,481","44,237,857",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860562114278228088
1860562997028299045,1732427760,2024-11-23T23:56:00-0600,Sun 24 Nov 05:56:00 UTC 2024,Having pronouns in a fantasy video game is utterly unacceptable 😡,"5,281","6,792","84,596","13,416,843",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860562997028299045
1860565014727573804,1732428241,2024-11-24T00:04:01-0600,Sun 24 Nov 06:04:01 UTC 2024,@JohnnaCrider1 This is what happens when I don’t have a video game to play 😂,265,76,"1,885","50,814",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860565014727573804
1860565632863076743,1732428389,2024-11-24T00:06:29-0600,Sun 24 Nov 06:06:29 UTC 2024,“I am your farter!” https://t.co/AznlbLTInE,"3,521","3,923","46,817","4,813,789",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860565632863076743
1860565750026764610,1732428417,2024-11-24T00:06:57-0600,Sun 24 Nov 06:06:57 UTC 2024,@alx Yehhhhsss,70,49,919,"43,219",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860565750026764610
1860566270942544333,1732428541,2024-11-24T00:09:01-0600,Sun 24 Nov 06:09:01 UTC 2024,Who is this Angela Merkin person?,"12,161","8,144","87,542","23,629,785",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860566270942544333
1860566509812351484,1732428598,2024-11-24T00:09:58-0600,Sun 24 Nov 06:09:58 UTC 2024,@BillyM2k 🍿🍿👀,113,61,"1,111","53,433",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860566509812351484
1860566919654654196,1732428695,2024-11-24T00:11:35-0600,Sun 24 Nov 06:11:35 UTC 2024,You will always be my captain @WilliamShatner,636,620,"8,878","1,722,007",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860566919654654196
1860567302456115346,1732428787,2024-11-24T00:13:07-0600,Sun 24 Nov 06:13:07 UTC 2024,@ValentinaForUSA Sounds about right,215,188,"8,074","342,164",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860567302456115346
1860570119199686872,1732429458,2024-11-24T00:24:18-0600,Sun 24 Nov 06:24:18 UTC 2024,Not bad https://t.co/ob0nB4AcaV,"1,501","2,764","18,764","4,178,458",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860570119199686872
1860570405767118949,1732429527,2024-11-24T00:25:27-0600,Sun 24 Nov 06:25:27 UTC 2024,https://t.co/EXNhs0WXR0,"1,923","2,268","23,857","4,557,489",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860570405767118949
1860570648533434401,1732429584,2024-11-24T00:26:24-0600,Sun 24 Nov 06:26:24 UTC 2024,@realdeepakterra 💯,57,37,663,"39,663",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860570648533434401
1860570974103699819,1732429662,2024-11-24T00:27:42-0600,Sun 24 Nov 06:27:42 UTC 2024,@Ai420a12 😂,33,26,584,"30,922",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860570974103699819
1860571010518708602,1732429671,2024-11-24T00:27:51-0600,Sun 24 Nov 06:27:51 UTC 2024,https://t.co/yztsUBPZbk,"5,466","20,415","289,296","32,552,462",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860571010518708602
1860571336021876911,1732429748,2024-11-24T00:29:08-0600,Sun 24 Nov 06:29:08 UTC 2024,@AutismCapital Literally 🤣🤣,130,46,"1,058","42,723",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860571336021876911
1860572328465432924,1732429985,2024-11-24T00:33:05-0600,Sun 24 Nov 06:33:05 UTC 2024,Something tells me this will hit the press 🧌 🤭,567,543,"5,978","1,382,656",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860572328465432924
1860573781401722924,1732430331,2024-11-24T00:38:51-0600,Sun 24 Nov 06:38:51 UTC 2024,@Rothmus The Internets never misses a thing,99,50,"1,244","35,293",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860573781401722924
1860574377013838033,1732430473,2024-11-24T00:41:13-0600,Sun 24 Nov 06:41:13 UTC 2024,"Meanwhile, some idiots are still building manned fighter jets like the F-35 🗑️ 🫠 https://t.co/4JX27qcxz1","19,195","47,394","394,128","94,136,423",Twitter for iPhone,,https://twitter.com/elonmusk/status/1860574377013838033
1860574517971837047,1732430507,2024-11-24T00:41:47-0600,Sun 24 Nov 06:41:47 UTC 2024,More Starlinks,"1,690","3,558","34,104","5,031,912",Twitter for iPhone,has birdwatch note,https://twitter.com/elonmusk/status/1860574517971837047
