date,adriantweets,adrianlikes,elontweets,elonlikes
20240911-2200,0,0,0,0
20240911-2205,0,0,0,0
20240911-2210,0,0,0,0
20240911-2215,0,0,0,2
20240911-2220,0,0,0,0
20240911-2225,0,0,1,3
20240911-2230,0,0,1,1
20240911-2235,0,0,2,2
20240911-2240,0,0,3,3
20240911-2245,1,1,1,2
20240911-2250,0,0,0,0
20240911-2255,0,0,0,0
20240911-2300,0,0,0,0
20240911-2305,0,0,0,0
20240911-2310,0,0,0,0
20240911-2315,0,0,0,0
20240911-2320,0,0,0,0
20240911-2325,0,2,0,0
20240911-2330,0,0,0,0
20240911-2335,0,0,0,0
20240911-2340,0,0,0,0
20240911-2345,0,0,0,0
20240911-2350,0,0,0,0
20240911-2355,0,0,0,0
20240912-0000,0,0,0,0
20240912-0005,0,0,0,0
20240912-0010,0,0,0,0
20240912-0015,0,0,0,0
20240912-0020,0,0,0,0
20240912-0025,0,1,0,0
20240912-0030,0,0,0,0
20240912-0035,0,0,0,0
20240912-0040,0,0,0,0
20240912-0045,0,0,0,0
20240912-0050,0,0,0,0
20240912-0055,0,0,0,0
20240912-0100,0,0,0,0
20240912-0105,0,0,0,0
20240912-0110,0,0,0,0
20240912-0115,0,0,0,0
20240912-0120,0,0,0,0
20240912-0125,0,0,0,3
20240912-0130,0,0,0,0
20240912-0135,0,0,0,0
20240912-0140,0,0,0,0
20240912-0145,0,0,1,0
20240912-0150,0,0,0,4
20240912-0155,0,0,2,1
20240912-0200,0,0,4,9
20240912-0205,0,0,6,7
20240912-0210,0,0,1,2
20240912-0215,0,0,2,2
20240912-0220,0,0,1,1
20240912-0225,0,0,0,0
20240912-0230,0,1,0,1
20240912-0235,1,0,2,3
20240912-0240,0,0,1,3
20240912-0245,0,0,1,5
20240912-0250,0,0,0,0
20240912-0255,0,0,0,0
20240912-0300,0,0,1,0
20240912-0305,0,0,0,0
20240912-0310,0,0,3,3
20240912-0315,0,0,0,0
20240912-0320,0,0,5,16
20240912-0325,0,0,3,7
20240912-0330,0,0,2,8
20240912-0335,0,0,4,5
20240912-0340,1,3,1,10
20240912-0345,0,0,4,15
20240912-0350,1,0,1,4
20240912-0355,0,0,0,0
20240912-0400,0,0,2,6
20240912-0405,1,0,0,0
20240912-0410,0,0,0,0
20240912-0415,0,0,0,0
20240912-0420,0,0,0,1
20240912-0425,0,0,0,0
20240912-0430,0,0,0,0
20240912-0435,0,0,0,0
20240912-0440,0,0,0,0
20240912-0445,0,0,0,0
20240912-0450,0,0,0,0
20240912-0455,0,0,0,0
20240912-0500,0,0,0,0
20240912-0505,0,0,0,0
20240912-0510,0,0,0,0
20240912-0515,0,0,0,0
20240912-0520,0,0,0,0
20240912-0525,0,0,0,0
20240912-0530,0,0,0,0
20240912-0535,0,0,0,0
20240912-0540,0,0,0,0
20240912-0545,0,0,2,6
20240912-0550,0,0,1,9
20240912-0555,0,0,3,6
20240912-0600,0,0,1,9
20240912-0605,0,0,3,11
20240912-0610,0,0,2,6
20240912-0615,0,0,1,16
20240912-0620,0,0,2,3
20240912-0625,0,0,1,16
20240912-0630,0,0,0,1
20240912-0635,0,0,1,0
20240912-0640,0,0,0,0
20240912-0645,0,0,0,0
20240912-0650,0,0,0,0
20240912-0655,0,0,0,0
20240912-0700,0,0,0,0
20240912-0705,0,0,0,0
20240912-0710,0,0,0,0
20240912-0715,0,0,0,0
20240912-0720,0,0,0,0
20240912-0725,0,0,0,0
20240912-0730,0,0,0,0
20240912-0735,0,0,0,0
20240912-0740,0,0,0,0
20240912-0745,0,0,0,0
20240912-0750,0,0,0,0
20240912-0755,0,0,0,0
20240912-0800,0,0,0,0
20240912-0805,0,0,0,0
20240912-0810,0,0,0,0
20240912-0815,0,0,0,0
20240912-0820,0,0,0,0
20240912-0825,0,0,0,0
20240912-0830,0,0,0,0
20240912-0835,0,0,0,0
20240912-0840,0,0,0,0
20240912-0845,0,0,0,0
20240912-0850,0,0,0,0
20240912-0855,0,0,0,0
20240912-0900,0,0,0,0
20240912-0905,0,0,0,0
20240912-0910,0,0,0,0
20240912-0915,0,0,0,0
20240912-0920,0,0,0,0
20240912-0925,0,0,0,0
20240912-0930,0,0,0,0
20240912-0935,0,0,0,0
20240912-0940,0,0,0,0
20240912-0945,0,0,0,0
20240912-0950,0,0,0,0
20240912-0955,0,0,0,0
20240912-1000,0,0,0,2
20240912-1005,0,0,0,0
20240912-1010,0,0,0,0
20240912-1015,0,0,0,0
20240912-1020,0,0,0,0
20240912-1025,0,0,0,0
20240912-1030,0,0,0,3
20240912-1035,0,0,0,0
20240912-1040,0,0,0,0
20240912-1045,0,0,0,0
20240912-1050,0,0,0,0
20240912-1055,0,0,1,3
20240912-1100,0,0,3,3
20240912-1105,0,0,0,0
20240912-1110,0,0,0,0
20240912-1115,0,0,0,0
20240912-1120,0,0,0,0
20240912-1125,0,0,0,0
20240912-1130,0,0,0,0
20240912-1135,0,0,0,0
20240912-1140,0,0,0,0
20240912-1145,0,0,0,0
20240912-1150,0,2,0,0
20240912-1155,0,0,0,0
20240912-1200,0,0,0,0
20240912-1205,1,0,0,0
20240912-1210,0,1,0,0
20240912-1215,0,0,0,0
20240912-1220,0,0,0,0
20240912-1225,0,0,0,0
20240912-1230,0,3,0,0
20240912-1235,0,1,0,0
20240912-1240,0,0,0,0
20240912-1245,0,0,0,0
20240912-1250,0,0,0,0
20240912-1255,0,1,0,0
20240912-1300,0,1,0,0
20240912-1305,0,0,0,0
20240912-1310,0,0,0,0
20240912-1315,0,0,0,0
20240912-1320,1,0,0,0
20240912-1325,0,1,0,0
20240912-1330,0,0,0,0
20240912-1335,0,2,0,0
20240912-1340,0,1,0,0
20240912-1345,0,1,0,0
20240912-1350,0,0,0,0
20240912-1355,0,0,0,0
20240912-1400,0,0,0,0
20240912-1405,0,0,0,0
20240912-1410,0,0,1,5
20240912-1415,0,0,0,0
20240912-1420,0,0,0,0
20240912-1425,0,0,0,0
20240912-1430,0,0,0,0
20240912-1435,1,3,0,0
20240912-1440,0,2,0,0
20240912-1445,0,0,1,0
20240912-1450,0,0,0,0
20240912-1455,0,0,0,0
20240912-1500,1,1,0,0
20240912-1505,0,4,0,0
20240912-1510,0,0,0,0
20240912-1515,0,2,1,0
20240912-1520,1,0,0,0
20240912-1525,2,2,0,0
20240912-1530,0,2,0,0
20240912-1535,0,0,0,0
20240912-1540,0,1,0,0
20240912-1545,0,0,0,0
20240912-1550,0,0,0,0
20240912-1555,0,0,0,0
20240912-1600,0,2,0,0
20240912-1605,0,0,0,0
20240912-1610,0,0,1,2
20240912-1615,0,0,0,5
20240912-1620,1,0,0,0
20240912-1625,0,0,1,1
20240912-1630,0,3,2,4
20240912-1635,0,0,0,0
20240912-1640,0,0,0,0
20240912-1645,0,0,0,0
20240912-1650,0,0,0,0
20240912-1655,0,0,0,0
20240912-1700,0,0,0,0
20240912-1705,0,0,0,0
20240912-1710,0,1,0,0
20240912-1715,0,0,0,0
20240912-1720,0,0,0,0
20240912-1725,0,0,0,0
20240912-1730,0,0,0,0
20240912-1735,0,0,0,0
20240912-1740,0,0,0,0
20240912-1745,0,0,0,0
20240912-1750,0,0,0,0
20240912-1755,1,0,0,0
20240912-1800,0,1,0,0
20240912-1805,0,0,0,0
20240912-1810,0,0,0,0
20240912-1815,0,2,0,0
20240912-1820,2,2,0,0
20240912-1825,1,2,0,2
20240912-1830,0,0,3,3
20240912-1835,1,0,0,0
20240912-1840,0,1,0,0
20240912-1845,0,1,0,0
20240912-1850,0,1,0,0
20240912-1855,0,0,0,0
20240912-1900,0,0,0,0
20240912-1905,0,0,0,0
20240912-1910,0,0,0,0
20240912-1915,0,0,0,0
20240912-1920,0,1,0,0
20240912-1925,0,0,0,0
20240912-1930,0,0,0,0
20240912-1935,0,0,0,0
20240912-1940,0,0,0,0
20240912-1945,0,0,0,0
20240912-1950,0,0,0,0
20240912-1955,1,0,0,0
20240912-2000,0,0,0,0
20240912-2005,0,0,0,0
20240912-2010,0,0,0,0
20240912-2015,0,0,0,0
20240912-2020,0,0,0,0
20240912-2025,0,0,0,1
20240912-2030,0,0,1,2
20240912-2035,0,0,0,0
20240912-2040,0,0,0,0
20240912-2045,0,1,0,0
20240912-2050,0,0,0,0
20240912-2055,0,0,0,0
20240912-2100,0,0,0,0
20240912-2105,0,0,0,0
20240912-2110,0,0,0,0
20240912-2115,0,0,0,0
20240912-2120,1,3,0,0
20240912-2125,0,1,0,0
20240912-2130,0,0,0,0
20240912-2135,0,0,0,0
20240912-2140,0,0,0,0
20240912-2145,0,2,0,0
20240912-2150,0,0,0,0
20240912-2155,0,0,0,0
20240912-2200,0,0,0,0
20240912-2205,0,0,0,0
20240912-2210,0,0,0,0
20240912-2215,0,0,0,0
20240912-2220,0,0,0,0
20240912-2225,0,0,0,0
20240912-2230,0,0,0,0
20240912-2235,0,0,0,0
20240912-2240,0,0,0,0
20240912-2245,0,0,0,0
20240912-2250,0,0,0,0
20240912-2255,1,0,0,0
20240912-2300,0,0,0,0
20240912-2305,0,0,1,0
20240912-2310,0,0,0,0
20240912-2315,0,1,0,0
20240912-2320,0,0,0,0
20240912-2325,0,0,0,0
20240912-2330,0,0,2,18
20240912-2335,0,0,2,3
20240912-2340,0,0,4,9
20240912-2345,0,0,2,3
20240912-2350,0,0,0,0
20240912-2355,0,0,0,0
20240913-0000,0,0,0,0
20240913-0005,0,0,0,0
20240913-0010,0,0,0,0
20240913-0015,0,0,0,0
20240913-0020,0,0,0,0
20240913-0025,0,0,0,0
20240913-0030,0,0,0,0
20240913-0035,0,0,0,0
20240913-0040,0,0,0,0
20240913-0045,0,0,0,0
20240913-0050,0,0,0,0
20240913-0055,0,0,0,0
20240913-0100,0,0,0,0
20240913-0105,0,0,0,0
20240913-0110,0,0,0,0
20240913-0115,0,0,0,0
20240913-0120,0,0,0,0
20240913-0125,0,0,0,0
20240913-0130,0,0,0,0
20240913-0135,0,0,0,0
20240913-0140,0,0,0,0
20240913-0145,0,1,0,0
20240913-0150,0,0,0,0
20240913-0155,0,0,0,0
20240913-0200,0,0,0,0
20240913-0205,0,0,0,0
20240913-0210,0,0,0,0
20240913-0215,0,0,0,0
20240913-0220,0,0,0,0
20240913-0225,0,0,0,0
20240913-0230,0,0,0,0
20240913-0235,0,0,0,0
20240913-0240,0,1,0,0
20240913-0245,0,0,0,0
20240913-0250,0,0,0,0
20240913-0255,0,0,0,0
20240913-0300,0,0,0,0
20240913-0305,0,0,0,0
20240913-0310,0,0,0,0
20240913-0315,0,0,0,0
20240913-0320,0,0,0,0
20240913-0325,0,0,0,0
20240913-0330,0,0,0,0
20240913-0335,0,0,0,0
20240913-0340,0,0,0,0
20240913-0345,0,0,0,0
20240913-0350,0,0,0,0
20240913-0355,0,0,0,0
20240913-0400,0,0,0,0
20240913-0405,0,0,0,0
20240913-0410,0,0,0,0
20240913-0415,0,0,0,0
20240913-0420,1,0,0,0
20240913-0425,0,0,0,0
20240913-0430,0,0,0,0
20240913-0435,0,0,0,0
20240913-0440,0,0,0,0
20240913-0445,0,0,0,0
20240913-0450,0,0,0,0
20240913-0455,0,0,0,0
20240913-0500,0,1,0,0
20240913-0505,0,0,0,0
20240913-0510,0,0,0,0
20240913-0515,0,0,0,0
20240913-0520,1,0,0,0
20240913-0525,0,0,0,0
20240913-0530,0,0,0,0
20240913-0535,0,1,0,0
20240913-0540,0,0,0,0
20240913-0545,0,0,0,0
20240913-0550,0,0,0,0
20240913-0555,0,0,0,0
20240913-0600,0,0,0,0
20240913-0605,0,0,0,0
20240913-0610,0,0,0,0
20240913-0615,0,0,0,0
20240913-0620,0,0,0,0
20240913-0625,0,0,0,0
20240913-0630,0,0,0,0
20240913-0635,0,0,0,0
20240913-0640,0,0,0,0
20240913-0645,0,0,0,0
20240913-0650,1,0,0,0
20240913-0655,1,2,0,0
20240913-0700,0,0,0,0
20240913-0705,0,0,0,0
20240913-0710,0,0,0,0
20240913-0715,0,0,0,0
20240913-0720,0,0,0,0
20240913-0725,0,0,0,0
20240913-0730,0,0,0,0
20240913-0735,0,0,0,0
20240913-0740,0,0,0,0
20240913-0745,0,0,0,0
20240913-0750,0,0,0,0
20240913-0755,0,0,0,0
20240913-0800,0,0,0,0
20240913-0805,0,0,0,0
20240913-0810,0,0,0,0
20240913-0815,0,0,0,0
20240913-0820,0,0,0,0
20240913-0825,0,0,0,0
20240913-0830,0,0,0,0
20240913-0835,0,0,0,0
20240913-0840,0,0,0,0
20240913-0845,0,0,0,0
20240913-0850,0,0,0,0
20240913-0855,0,0,0,0
20240913-0900,0,0,0,0
20240913-0905,0,0,0,0
20240913-0910,0,0,0,0
20240913-0915,0,0,0,0
20240913-0920,0,0,0,0
20240913-0925,0,0,0,0
20240913-0930,0,0,0,0
20240913-0935,0,0,0,0
20240913-0940,0,0,0,0
20240913-0945,0,0,0,0
20240913-0950,0,0,0,0
20240913-0955,0,0,0,0
20240913-1000,0,0,0,0
20240913-1005,0,0,2,4
20240913-1010,0,0,2,2
20240913-1015,0,0,0,1
20240913-1020,0,0,0,0
20240913-1025,0,0,0,0
20240913-1030,0,0,0,0
20240913-1035,0,0,0,0
20240913-1040,0,0,0,0
20240913-1045,0,0,0,0
20240913-1050,0,0,0,0
20240913-1055,0,0,1,2
20240913-1100,0,0,0,1
20240913-1105,0,0,0,0
20240913-1110,0,0,0,0
20240913-1115,0,0,0,0
20240913-1120,0,0,0,0
20240913-1125,0,0,0,0
20240913-1130,0,0,0,0
20240913-1135,0,0,0,0
20240913-1140,0,0,0,0
20240913-1145,0,0,0,0
20240913-1150,0,0,0,2
20240913-1155,0,0,3,3
20240913-1200,0,0,0,0
20240913-1205,0,0,0,2
20240913-1210,0,0,0,0
20240913-1215,0,0,1,3
20240913-1220,0,0,3,6
20240913-1225,0,0,0,4
20240913-1230,0,0,0,0
20240913-1235,0,1,0,0
20240913-1240,0,0,0,0
20240913-1245,0,0,0,0
20240913-1250,0,0,0,0
20240913-1255,0,0,0,0
20240913-1300,3,2,0,0
20240913-1305,0,1,0,0
20240913-1310,1,0,0,0
20240913-1315,0,2,0,0
20240913-1320,0,0,0,0
20240913-1325,0,0,0,0
20240913-1330,0,2,0,0
20240913-1335,0,0,0,0
20240913-1340,0,0,0,0
20240913-1345,0,0,0,0
20240913-1350,2,3,0,0
20240913-1355,0,0,0,0
20240913-1400,0,0,0,0
20240913-1405,0,1,0,0
20240913-1410,0,2,0,0
20240913-1415,2,2,0,0
20240913-1420,0,2,0,0
20240913-1425,0,0,0,0
20240913-1430,0,0,2,1
20240913-1435,0,0,0,0
20240913-1440,0,0,0,0
20240913-1445,1,2,0,0
20240913-1450,0,0,0,4
20240913-1455,1,6,0,0
20240913-1500,0,3,0,0
20240913-1505,0,0,0,0
20240913-1510,0,0,1,3
20240913-1515,0,0,0,2
20240913-1520,0,1,0,0
20240913-1525,0,0,0,0
20240913-1530,0,0,0,0
20240913-1535,0,0,0,0
20240913-1540,0,0,0,0
20240913-1545,0,0,0,0
20240913-1550,0,0,1,2
20240913-1555,1,0,3,4
20240913-1600,0,1,0,1
20240913-1605,0,4,0,13
20240913-1610,0,0,0,0
20240913-1615,0,1,2,3
20240913-1620,0,0,0,0
20240913-1625,0,0,0,0
20240913-1630,0,2,0,0
20240913-1635,1,2,0,0
20240913-1640,0,2,0,0
20240913-1645,0,1,0,0
20240913-1650,1,2,0,0
20240913-1655,0,0,0,0
20240913-1700,0,0,0,0
20240913-1705,0,1,0,0
20240913-1710,1,1,0,0
20240913-1715,0,0,0,0
20240913-1720,0,0,0,0
20240913-1725,0,0,0,0
20240913-1730,0,1,0,0
20240913-1735,1,4,0,0
20240913-1740,0,0,0,0
20240913-1745,0,0,0,0
20240913-1750,0,0,0,0
20240913-1755,0,2,0,0
20240913-1800,0,0,0,0
20240913-1805,1,0,0,0
20240913-1810,1,0,0,0
20240913-1815,0,1,0,0
20240913-1820,0,0,1,9
20240913-1825,0,0,0,3
20240913-1830,0,0,2,12
20240913-1835,0,1,1,11
20240913-1840,0,0,1,3
20240913-1845,0,0,0,0
20240913-1850,0,0,0,0
20240913-1855,0,0,1,5
20240913-1900,1,1,2,13
20240913-1905,0,2,0,3
20240913-1910,0,1,0,0
20240913-1915,1,1,0,0
20240913-1920,0,0,1,1
20240913-1925,0,1,0,0
20240913-1930,0,2,1,3
20240913-1935,0,0,0,0
20240913-1940,0,0,0,5
20240913-1945,0,1,0,2
20240913-1950,0,0,0,0
20240913-1955,0,0,0,0
20240913-2000,0,1,0,0
20240913-2005,0,0,0,0
20240913-2010,0,1,0,0
20240913-2015,0,1,0,0
20240913-2020,0,0,0,0
20240913-2025,0,0,0,0
20240913-2030,0,2,0,0
20240913-2035,0,0,0,0
20240913-2040,0,0,0,0
20240913-2045,0,0,0,0
20240913-2050,0,0,0,0
20240913-2055,0,0,0,0
20240913-2100,0,0,0,0
20240913-2105,0,0,0,0
20240913-2110,0,0,0,0
20240913-2115,0,0,0,0
20240913-2120,0,0,0,0
20240913-2125,0,2,0,0
20240913-2130,0,0,0,0
20240913-2135,0,1,0,0
20240913-2140,0,0,0,0
20240913-2145,0,0,0,0
20240913-2150,0,0,0,0
20240913-2155,0,0,0,0
20240913-2200,0,0,0,0
20240913-2205,0,0,0,0
20240913-2210,0,0,0,0
20240913-2215,0,0,0,0
20240913-2220,0,1,0,0
20240913-2225,1,0,0,0
20240913-2230,1,4,0,0
20240913-2235,0,0,0,0
20240913-2240,0,0,0,0
20240913-2245,0,0,0,0
20240913-2250,0,0,0,0
20240913-2255,0,0,0,0
20240913-2300,0,0,0,0
20240913-2305,0,1,0,0
20240913-2310,0,0,0,0
20240913-2315,0,4,0,0
20240913-2320,0,0,0,0
20240913-2325,0,0,0,0
20240913-2330,0,2,0,0
20240913-2335,0,1,0,0
20240913-2340,0,0,0,0
20240913-2345,0,0,0,0
20240913-2350,0,3,0,0
20240913-2355,0,0,0,0
20240914-0000,0,0,0,0
20240914-0005,0,0,0,0
20240914-0010,0,0,0,0
20240914-0015,0,0,0,0
20240914-0020,0,0,0,0
20240914-0025,0,0,0,0
20240914-0030,0,0,0,0
20240914-0035,0,0,0,0
20240914-0040,0,0,0,0
20240914-0045,0,0,0,0
20240914-0050,0,0,0,0
20240914-0055,0,0,0,0
20240914-0100,0,0,0,0
20240914-0105,0,1,0,0
20240914-0110,0,0,0,0
20240914-0115,0,0,0,0
20240914-0120,0,0,0,0
20240914-0125,0,0,0,0
20240914-0130,0,0,0,0
20240914-0135,0,0,0,0
20240914-0140,0,0,0,0
20240914-0145,0,0,0,0
20240914-0150,0,0,0,0
20240914-0155,0,0,0,0
20240914-0200,0,0,0,0
20240914-0205,0,0,0,0
20240914-0210,0,1,0,0
20240914-0215,0,0,0,0
20240914-0220,0,0,0,0
20240914-0225,0,0,0,0
20240914-0230,0,0,0,0
20240914-0235,0,0,0,0
20240914-0240,0,2,0,0
20240914-0245,0,0,0,0
20240914-0250,0,0,0,0
20240914-0255,0,0,0,1
20240914-0300,0,0,1,2
20240914-0305,0,0,0,3
20240914-0310,0,0,1,3
20240914-0315,0,0,0,1
20240914-0320,0,0,3,0
20240914-0325,0,0,4,3
20240914-0330,0,0,1,5
20240914-0335,0,0,0,8
20240914-0340,0,0,1,8
20240914-0345,0,0,2,8
20240914-0350,0,0,1,4
20240914-0355,0,0,0,2
20240914-0400,0,0,0,0
20240914-0405,0,0,0,0
20240914-0410,0,0,0,0
20240914-0415,0,0,0,0
20240914-0420,0,0,0,0
20240914-0425,0,0,0,0
20240914-0430,0,0,0,0
20240914-0435,0,0,0,0
20240914-0440,0,0,0,0
20240914-0445,0,0,0,0
20240914-0450,0,0,0,0
20240914-0455,0,0,0,0
20240914-0500,0,0,0,0
20240914-0505,0,0,0,0
20240914-0510,0,0,0,0
20240914-0515,0,0,0,0
20240914-0520,0,0,0,0
20240914-0525,0,0,3,6
20240914-0530,0,0,3,4
20240914-0535,0,0,2,7
20240914-0540,0,0,1,1
20240914-0545,0,0,1,5
20240914-0550,0,0,0,0
20240914-0555,0,0,0,0
20240914-0600,0,0,0,0
20240914-0605,0,0,0,0
20240914-0610,0,0,0,0
20240914-0615,0,0,0,0
20240914-0620,0,0,0,0
20240914-0625,0,0,0,0
20240914-0630,0,0,0,0
20240914-0635,0,0,0,0
20240914-0640,0,0,0,0
20240914-0645,0,0,0,0
20240914-0650,0,0,0,0
20240914-0655,0,0,0,0
20240914-0700,0,0,0,0
20240914-0705,0,0,0,0
20240914-0710,0,0,0,0
20240914-0715,0,0,0,0
20240914-0720,0,0,0,0
20240914-0725,0,0,0,0
20240914-0730,0,0,0,0
20240914-0735,0,0,0,0
20240914-0740,0,0,0,0
20240914-0745,0,0,0,0
20240914-0750,0,0,0,0
20240914-0755,0,0,0,0
20240914-0800,0,0,0,0
20240914-0805,0,0,0,0
20240914-0810,0,0,0,0
20240914-0815,0,0,0,0
20240914-0820,0,0,0,0
20240914-0825,0,0,0,0
20240914-0830,0,0,0,0
20240914-0835,0,0,0,0
20240914-0840,0,0,0,0
20240914-0845,0,0,0,0
20240914-0850,0,0,0,0
20240914-0855,0,0,0,0
20240914-0900,0,0,0,0
20240914-0905,0,0,0,0
20240914-0910,0,0,0,0
20240914-0915,0,0,0,0
20240914-0920,0,0,0,0
20240914-0925,0,0,0,0
20240914-0930,0,0,0,1
20240914-0935,0,0,2,2
20240914-0940,0,0,0,0
20240914-0945,0,0,0,0
20240914-0950,0,0,0,0
20240914-0955,0,0,0,0
20240914-1000,0,0,0,0
20240914-1005,0,0,0,0
20240914-1010,0,0,0,0
20240914-1015,0,0,0,0
20240914-1020,0,0,0,0
20240914-1025,0,0,3,1
20240914-1030,0,0,0,1
20240914-1035,0,0,1,2
20240914-1040,0,0,0,0
20240914-1045,0,0,0,0
20240914-1050,0,0,0,0
20240914-1055,0,0,0,0
20240914-1100,0,0,0,0
20240914-1105,0,0,0,0
20240914-1110,0,0,0,0
20240914-1115,0,0,0,0
20240914-1120,0,0,0,0
20240914-1125,0,0,0,0
20240914-1130,0,0,0,0
20240914-1135,0,0,0,0
20240914-1140,0,0,0,0
20240914-1145,0,0,0,0
20240914-1150,0,0,0,0
20240914-1155,0,0,0,0
20240914-1200,0,0,0,0
20240914-1205,0,0,0,0
20240914-1210,0,0,0,0
20240914-1215,0,0,0,0
20240914-1220,0,0,0,0
20240914-1225,0,0,0,0
20240914-1230,0,0,0,0
20240914-1235,0,0,0,0
20240914-1240,0,0,0,0
20240914-1245,0,0,2,1
20240914-1250,0,0,2,3
20240914-1255,0,0,3,7
20240914-1300,0,0,4,16
20240914-1305,0,0,2,1
20240914-1310,0,0,0,0
20240914-1315,0,0,0,0
20240914-1320,0,0,0,0
20240914-1325,0,0,0,0
20240914-1330,0,0,0,0
20240914-1335,0,0,0,0
20240914-1340,0,0,1,2
20240914-1345,0,0,0,1
20240914-1350,0,0,1,6
20240914-1355,0,0,0,1
20240914-1400,0,0,0,0
20240914-1405,0,0,1,10
20240914-1410,0,0,1,3
20240914-1415,0,0,4,10
20240914-1420,0,0,0,1
20240914-1425,0,1,0,0
20240914-1430,1,0,0,0
20240914-1435,0,0,0,0
20240914-1440,0,4,2,2
20240914-1445,0,0,0,0
20240914-1450,1,2,0,0
20240914-1455,0,0,0,0
20240914-1500,0,2,0,0
20240914-1505,0,2,0,0
20240914-1510,1,2,1,5
20240914-1515,1,1,2,7
20240914-1520,0,0,1,1
20240914-1525,0,0,0,0
20240914-1530,0,0,2,0
20240914-1535,1,0,4,3
20240914-1540,0,3,0,0
20240914-1545,0,0,0,1
20240914-1550,0,0,0,0
20240914-1555,0,0,0,0
20240914-1600,0,0,0,0
20240914-1605,2,1,0,0
20240914-1610,0,1,0,0
20240914-1615,0,1,0,0
20240914-1620,0,1,0,0
20240914-1625,0,2,0,0
20240914-1630,0,0,0,0
20240914-1635,1,0,0,0
20240914-1640,1,1,0,0
20240914-1645,0,0,0,0
20240914-1650,0,1,0,0
20240914-1655,0,0,0,0
20240914-1700,0,1,0,0
20240914-1705,0,0,0,0
20240914-1710,0,0,0,0
20240914-1715,0,0,0,0
20240914-1720,0,2,0,0
20240914-1725,0,0,0,0
20240914-1730,1,1,0,0
20240914-1735,0,0,0,0
20240914-1740,0,0,0,0
20240914-1745,0,0,0,0
20240914-1750,0,0,0,0
20240914-1755,0,0,1,2
20240914-1800,0,0,0,0
20240914-1805,0,0,0,0
20240914-1810,0,0,0,0
20240914-1815,0,0,1,2
20240914-1820,1,0,0,0
20240914-1825,1,0,0,0
20240914-1830,0,1,0,0
20240914-1835,0,4,0,0
20240914-1840,0,0,1,1
20240914-1845,0,0,0,0
20240914-1850,0,0,0,0
20240914-1855,0,0,0,0
20240914-1900,0,0,0,0
20240914-1905,0,0,0,0
20240914-1910,0,0,0,0
20240914-1915,0,0,0,0
20240914-1920,0,0,0,0
20240914-1925,0,0,0,0
20240914-1930,0,0,0,0
20240914-1935,0,0,0,0
20240914-1940,0,0,0,0
20240914-1945,0,0,0,0
20240914-1950,0,0,0,0
20240914-1955,0,0,0,0
20240914-2000,0,0,0,0
20240914-2005,0,0,0,0
20240914-2010,0,0,0,0
20240914-2015,0,0,0,0
20240914-2020,0,0,0,0
20240914-2025,0,0,0,0
20240914-2030,0,0,0,0
20240914-2035,0,0,0,0
20240914-2040,0,0,0,0
20240914-2045,0,0,0,0
20240914-2050,0,0,0,6
20240914-2055,0,0,1,2
20240914-2100,2,1,0,0
20240914-2105,2,5,0,0
20240914-2110,1,3,1,0
20240914-2115,0,0,0,0
20240914-2120,0,0,0,0
20240914-2125,0,0,0,0
20240914-2130,1,2,0,0
20240914-2135,0,0,1,4
20240914-2140,0,0,1,13
20240914-2145,0,0,3,12
20240914-2150,0,1,1,11
20240914-2155,0,0,0,2
20240914-2200,1,1,0,0
20240914-2205,0,0,0,1
20240914-2210,1,0,2,3
20240914-2215,0,1,2,4
20240914-2220,0,0,0,0
20240914-2225,0,1,4,14
20240914-2230,0,0,1,2
20240914-2235,0,0,0,0
20240914-2240,0,1,0,0
20240914-2245,0,0,2,2
20240914-2250,0,0,2,6
20240914-2255,0,0,1,4
20240914-2300,0,0,0,2
20240914-2305,0,0,0,2
20240914-2310,0,0,0,0
20240914-2315,0,0,0,0
20240914-2320,0,0,0,0
20240914-2325,0,0,0,0
20240914-2330,0,0,0,0
20240914-2335,0,0,0,0
20240914-2340,0,3,0,0
20240914-2345,0,0,0,0
20240914-2350,0,0,0,0
20240914-2355,0,1,0,0
20240915-0000,0,0,0,0
20240915-0005,1,1,0,0
20240915-0010,1,0,0,0
20240915-0015,0,0,0,0
20240915-0020,0,0,0,0
20240915-0025,0,0,0,0
20240915-0030,0,0,0,0
20240915-0035,0,1,0,0
20240915-0040,1,1,0,0
20240915-0045,0,0,0,0
20240915-0050,1,2,0,0
20240915-0055,0,0,0,0
20240915-0100,0,0,0,0
20240915-0105,0,0,0,0
20240915-0110,0,0,0,0
20240915-0115,0,0,0,0
20240915-0120,0,0,0,0
20240915-0125,0,0,0,0
20240915-0130,0,0,0,0
20240915-0135,0,0,0,0
20240915-0140,0,5,0,0
20240915-0145,0,0,0,0
20240915-0150,0,0,0,0
20240915-0155,0,0,0,0
20240915-0200,0,0,0,0
20240915-0205,0,0,0,0
20240915-0210,0,0,0,0
20240915-0215,0,0,0,0
20240915-0220,0,0,0,0
20240915-0225,0,0,0,0
20240915-0230,0,0,0,0
20240915-0235,0,0,1,1
20240915-0240,0,0,1,2
20240915-0245,0,0,0,0
20240915-0250,0,0,0,0
20240915-0255,0,0,0,0
20240915-0300,0,0,0,0
20240915-0305,0,0,0,0
20240915-0310,0,0,0,0
20240915-0315,0,0,0,0
20240915-0320,0,0,0,0
20240915-0325,0,0,0,0
20240915-0330,0,0,0,0
